name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,last_mentioned_book,last_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept,animal_type,color,owner
Laren,,Altaran,Female,,,,,,,,,ACOS,37,ACOS,16,,,,,,Alive,,Servant,,,,,,
Larelle Tarsi,732 NE,Domani,Female,,,Dark with white wings,,,,NS,3,NS,25,NS,17,NS,18,White Tower,,Aes Sedai,Deceased,979 NE,,Gray Ajah,,,,,
Laras,,Unknown,Female,,,Graying,,Fat,,,,,,NS,6,AMOL,33,White Tower,Mistress of the Kitchens,,Alive,,Cook,,,,,,
Lara Ayellan,,Andoran,Female,,,,,,,TEOTW,13,TEOTW,13,,,,,Two Rivers,,,Alive,,,,,,,,
Lannis,,Unknown,Female,,,,,,,TOM,15,TOM,15,,,,,White Tower,,Aes Sedai,Dead,,,Blue Ajah,,,,,
Lanita,977 NE,Unknown,Female,,,,,,,,,,,LOC,14,LOC,14,White Tower,,,Alive,,,,,,,,
Modrellein,,Andoran,Female,,,,,,,TDR,16,,,,,,,Andor,Queen,Queen of Andor,Dead,,,,,,,,
Modarra,,Aiel,Female,Tall,,,,Lean,,,,,,ACOS,Prologue,KOD,30,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept,,,
Miyora,,Unknown,Female,,,,,Plump,,,,KOD,11,COT,29,,,Valan Luca,,,,,Entertainer,,,,,,
Miyasi,,Unknown,Female,Tall,,Iron-gray,,Plump,,,,TGS,Epilogue,KOD,24,TGS,16,Black Ajah,,Aes Sedai,Alive,,,White Ajah,,,,,
Mistress Tuval,,Kandori,Female,,,,,,,NS,22,NS,22,,,,,Kandor,,,Unknown,,,,,,,,
Mistress Huldin,,Andoran,Female,,,,,,,LOC,3,LOC,3,LOC,3,LOC,3,,,,Alive,,Weaver,,,,,,
Mistress Grinwell,,Andoran,Female,,,Yellow,,,,,,,,TEOTW,31,TEOTW,31,,,,Alive,,,,,,,,
Mistress Asher,,Unknown,Female,,,Gray,,,,,,,,NS,17,NS,17,,,,Alive,,,,,,,,
Mistress al'Taron,,Andoran,Female,,,,,,,TSR,43,TSR,43,,,,,Two Rivers,,,alive,,,,,,,,
Mistress al'Donel,,Andoran,Female,,,,,,,,,TOM,20,TEOTW,1,TEOTW,1,Two Rivers,,,Alive,,,,,,,,
Mistress Ahan,,Andoran,Female,,,Black,,,,,,TSR,43,TSR,43,,,Two Rivers,,,Alive,,,,,,,,
Meneril,,Cairhienin,Male,,,,,,,,,,,LOC,4,LOC,4,The Dragon Reborn,Lord,,Alive,,,,,,,,
Mendan,,Aiel,Male,,,,Blue,Broad,,,,,,TPOD,Prologue,TPOD,Prologue,,,,Alive,,,,Unknown clan,Unknown sept,,,
Melten,,Borderlander,Male,,,,,Lean,,,,,,AMOL,Prologue,AMOL,Prologue,Band of the Red Hand,,,Alive,,Soldier,,,,,,
Melarned,,Domani,Male,,,,,Squat,,,,,,TGS,10,TGS,10,Dragon Reborn,,,Alive,,Soldier,,,,,,
Melanril Asegora,,Tairen,Male,,,,Dark,,,,,,,TFOH,43,TFOH,44,,,,Dead,999 NE,,,,,,,
Meilan Mendiana,,Tairen,Male,Tall,,Gray,Dark,Lean,,,,,,TSR,8,LOC,53,The Dragon Reborn,High Lord of Tear,,Dead,999 NE,,,,,,,
Mehtan,,Seanchan,Male,,,,,,,,,,,KOD,12,KOD,12,,,,Dead,,Clerk,,,,,,
Meciar,,Aiel,Male,,,,,Bulky,,,,,,TFOH,54,TFOH,54,,,,Alive,,,,Unknown clan,Unknown sept,,,
Mazrim Taim,967 NE,Saldaean,Male,Tall,,Black,,,,TEOTW,13,AMOL,43,LOC,2,AMOL,37,,M'Hael,Chosen,Dead,1000 NE,Asha'man,,,,,,
Mazone,,Unknown,Male,,,,,,,,,,,TOM,22,TOM,42,White Tower,,,Dead,1000 NE,Soldier,,,,,,
Mavabwin,,Cairhienin,Male,,,,,,,,,,,TOM,50,TOM,50,Elayne Trakand,Lord,,Alive,,,,,,,,
Mattin Stepaneos den Balgar,,Illianer,Male,,,Balding,,Muscular,,TFOH,41,TOM,32,KOD,2,TOM,27,,King of Illian,King,Alive,,,,,,,,
Matrim Cauthon,978 NE,Andoran,Male,"1 span, 1 foot, 2 inches",18 stone,Brown,Brown,,,,,,,TEOTW,Ravens,AMOL,Epilogue,Band of the Red Hand,The Prince of the Ravens,General,Alive,,,,,,,,
Lanfear,Age of Legends,Unknown,Female,Tall,,Black,Black,,,TEOTW,42,AMOL,25,TGH,16,TFOH,52,,,Chosen,Dead,999 NE,,,,,,,
Lanelle,,Seanchan,Female,,,,,,,,,,,TGS,19,TGS,19,,,,Alive,,,,,,,,
Lamelle,,Aiel,Female,,,Dark red,,,,,,TGS,29,TFOH,46,TFOH,54,,,,Dead,999 NE,,,Miagoma,Smoke Water,,,
Lairain,,Unknown,Female,Short,,,,Toad-like,,,,,,TGS,46,TGS,46,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Laila Lewin,,Andoran,Female,,,,,Wide,,,,,,TSR,32,TSR,32,Two Rivers,,,Alive,,,,,,,,
Laigin Arnault,,Taraboner,Female,,,,,,,TPOD,13,TPOD,13,,,,,White Tower,,Aes Sedai,Dead,999 NE,,Red Ajah,,,,,
Lady Finndal,,Andoran,Female,,,,,,,TGS,10,TGS,10,,,,,,,,Alive,,Lady,,,,,,
Lady Hamarashle,,Cairhienin,Female,,,,,,,,,,,TOM,50,TOM,50,Cairhien,Lady,,Alive,,,,,,,,
Lady Ells of Saldaea,,Saldaean,Female,,,,,,,,,,,AMOL,18,AMOL,18,The Light,Lady,Lady,Alive,,,,,,,,
Ladalin,,Aiel,Female,,,,,,,TOM,49,,,,,,,,,,Unknown,,Wise One,,Taardad,Unknown sept,,,
Lacine,,Unknown,Female,,,,,Slender,,,,,,KOD,22,KOD,22,,,First Twelve,Alive,,,,,,,,
Miri,,Seanchan,Female,,,,,,,,,,,TGS,Prologue,,,,,,Dead,1000 NE,,,,,,,
Miren,,Andoran,Female,,,,,,,LOC,41,,,,,,,,,,Alive,,Seamstress,,,,,,
Mirane Larinen,,Unknown,Female,,,,,,,KOD,17,KOD,17,,,,,The Kin,,,Dead,1000 NE,,,,,,,
Mirala,,Borderlander,Female,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,,,,
Milsa,,Far Madding,Female,,,,,,,,,,,WH,32,WH,33,,,,Alive,,,,,,,,
Millis Fendry,,Andoran,Female,,,,,,,COT,14,COT,14,,,,,,,,Alive,,Innkeeper,,,,,,
Millin,,Unknown,Female,,,,,,,COT,Prologue,COT,Prologue,,,,,,,,Alive,,Farmer,,,,,,
Milli Ayellin,,Andoran,Female,,,,,,,TSR,44,TSR,44,,,,,Two Rivers,,,Alive,,,,,,,,
Milla al'Azar,,Andoran,Female,,,"Long, Braided",,,,,,,,LOC,Prologue,LOC,Prologue,Two Rivers,Wisdom,,Alive,,Healer,,,,,,
Milisair Chadmar,,Domani,Female,,,"Dark, in tight curls, past her shoulders",,Curvy,,,,TOM,25,TGS,29,TGS,32,Council of Merchants,Lady,,Alive,,Merchant,,,,,,
Matoun,,Saldaean,Male,,,,,,,KOD,27,KOD,27,,,,,Davram Bashere,,,Alive,,Soldier,,,,,,
Master Padwhin,,Andoran,Male,,,,,,,TGH,12,,,,,,,Two Rivers,carpenter,,Alive,,,,,,,,
Masuto,,Shienaran,Male,,,,,,,,,,,TDR,2,TDR,2,,,,Alive,,,,,,,,
Master Harod,,Ghealdanin,Male,,,,,,,,,,,TDR,8,TDR,9,,,,Alive,,Innkeeper,,,,,,
Master Grinwell,,Andoran,Male,,,,,,,,,,,TEOTW,31,TEOTW,31,,,,Alive,,Farmer,,,,,,
Masic,,Altaran,Male,,,,,,,,,LOC,52,LOC,52,LOC,52,,,,Dead,,,,,,,,
Masema Dagar,,Shienaran,Male,,,"Shaved, previously a topknot",Dark,,,,,TOM,47,TGH,3,TGS,Prologue,Dragonsworn,Prophet of the Dragon,,Dead,1000 NE,Soldier,,,,,,
Martyn Tallanvor,,Andoran,Male,Tall,,,Dark,,,,,,,TEOTW,40,TOM,44,Perrin Aybara,,,Alive,,Soldier,,,,,,
Martan,,Unknown,Male,,,,Brown,Strapping,,,,,,NS,6,NS,6,,,,Alive,,Clerk,,,,,,
Marlesh,,Unknown,Male,Short,,,,Narrow,,,,,,TGS,13,TGS,13,White Tower,,,Alive,,Warder,,,,,,
Maringil,,Cairhienin,Male,Tall,,"Shoulder-length, white",,Thin,,,,COT,Prologue,TFOH,45,LOC,50,The Dragon Reborn,Lord,,Dead,999 NE,,,,,,,
Lacile Aldorwin,,Cairhienin,Female,Short,,,,Slim,,,,TOM,43,TPOD,8,TOM,30,Cha Faile,,,Alive,,,,,,,,
Milis din Shalada Three Stars,,Unknown,Female,,,Black,,,,,,,,TOM,25,TOM,25,,,Sailmistress,Alive,,,,,,,,
Mili Skane,977 NE,Andoran,Female,,,Brown,Brown,,,,,TOM,24,TEOTW,33,KOD,33,Darkfriend,,,Alive,,,,,,,,
Mika,,Seanchan,Female,,,,,,,,,,,AMOL,37,AMOL,37,Ever Victorious Army,,,Dead,1000 NE,,,,,,,
Miesa,,Unknown,Female,,,,,,,,,KOD,23,LOC,30,LOC,30,,,,Unknown,,Servant,,,,,,
Miedelle Caeren,,Andoran,Female,,,,,,,COT,15,COT,15,,,,,Andor,Lady,,Dead,970 NE,,,,,,,
Micara,,Aiel,Female,,,Red,,,,,,,,ACOS,40,ACOS,40,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept,,,
Metarra din Junalle,,Unknown,Female,,,,Big,,,,,COT,14,TPOD,2,TPOD,5,,,Apprentice,Alive,,,,,,,,
Mestra,,Unknown,Female,,,,,,,,,,,TOM,37,TOM,37,Black Ajah,,Aes Sedai,Dead,1000 NE,,Unknown Ajah,,,,,
Mesaana,Age of Legends,Unknown,Female,,,"Dark, chin-length","Blue, big",,,,,TOM,Epilogue,TSR,47,TOM,38,,,Chosen,Brain-dead,,,,,,,,
Merym,,Arafellin,Female,,,,,,,KOD,Prologue,KOD,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,White Ajah,,,,,
Merya,,Saldaean,Female,,,,,,,TPOD,10,TPOD,10,,,,,,,,Alive,,,,,,,,
Marind,,Aiel,Male,,,,,,,TSR,26,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,,,,
Maric,,Aiel,Male,Very tall,,,"Gray, cold",,,,,,,LOC,27,LOC,27,,,,Alive,,,,Unknown clan,Unknown sept,,,
Marek Cormer,,Andoran,Male,,,,,,,,,,,TOM,34,TOM,34,Perrin Aybara,,,Alive,,Soldier,,,,,,
Mardry,,Murandian,Male,,,,,,,,,,,TGS,27,TGS,27,,,,Alive,,Gambler,,,,,,
Maraconn,,Tairen,Male,,,,Blue,,,TSR,21,,,TFOH,46,TPOD,24,The Dragon Reborn,High Lord of Tear,,Dead,1000 NE,,,,,,,
Marac den Norvin,,Illianer,Male,,,,,Stout,,,,,,TPOD,13,TPOD,13,Council of Nine,,,Alive,,,,,,,,
Mar,,Unknown,Male,Tall,,,,Lanky,,LOC,38,,,LOC,40,AMOL,Prologue,Band of the Red Hand,,Scout,Alive,,Soldier,,,,,,
Mantual,,Seanchan,Male,,,,,,,,,KOD,34,KOD,34,KOD,34,Ever Victorious Army,,,Alive,,Servant,,,,,,
Mangore Kiramin,,Aramaelle,Male,,,,,,,ACOS,Prologue,ACOS,Prologue,,,,,,,Warder,Dead,,Bard,,,,,,
Mangin,,Aiel,Male,Tall,,,Gray,,,,,LOC,24,TSR,7,LOC,17,,,,Dead,999 NE,,,Taardad,Jindo,,,
Merise Haindehl,798 NE,Taraboner,Female,Tall,,Dark,Blue,,,,,,,WH,13,AMOL,37,Unaligned sisters,,Aes Sedai,Alive,,,Green Ajah,,,,,
Merilille Ceandevin,827 NE,Cairhienin,Female,Short,,"Black, glossy","Liquid dark, large",Slender,,LOC,15,KOD,17,LOC,48,COT,11,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Merici,,Unknown,Female,,,,,,,,,,,WH,15,WH,15,Valan Luca,,,Alive,,Entertainer,,,,,,
Meri do Ahlan a'Conlin,,Murandian,Female,,,,,Plump,,,,,,NS,5,NS,5,Murandy,Lady,Lady,Alive,,,,,,,,
Meri,,Unknown,Female,,,Dark,Dark,,,ACOS,8,,,ACOS,11,,,Rebel Aes Sedai,,,Dead,1000 NE,Maid,,,,,,
Merean Redhill,716 NE,Andoran,Female,,,Gray,,Plump,,NS,2,NS,Epilogue,NS,5,NS,26,Black Ajah,Mistress of Novices,Aes Sedai,Dead,979 NE,,Blue Ajah,,,,,
Merana Ambrey,889 NE,Andoran,Female,,,,,,,LOC,36,,,LOC,43,KOD,21,Rebel Aes Sedai,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Meramor,,Unknown,Female,,,,,,,TOM,20,TOM,20,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,,,,
Meralda Belmondes,,Tairen,Female,Tall,,,,,,,,,,TPOD,8,TPOD,8,Cha Faile,,,Alive,,,,,,,,
Mera,,Aiel,Female,,,,,,,,,LOC,27,,,,,,,,Alive,,,,Unknown clan,Unknown sept,,,
Menuki Nachiman,,Arafellin,Female,,,,,,,TPOD,Prologue,TPOD,Prologue,,,,,Arafel,,,Alive,,,,,,,,
Memara,,Unknown,Female,,,,,,,TFOH,Prologue,TPOD,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Red Ajah,,,,,
Manel Rochaid,,Murandian,Male,Tall,,,,,,,,,,LOC,42,,,Darkfriend,Baijan'm'hael,Asha'man,Dead,1000 NE,Asha'man,,,,,,
Mandhuin,,Aiel,Male,,,,,Heavyset,,,,,,TSR,57,TSR,57,,,,Alive,,,,Goshien,Unknown sept,,,
Manderic,,Aiel,Male,Tall,,,,,,,,TOM,19,TSR,23,TFOH,44,Shaido,,,Dead,1000 NE,Warrior,,Shaido,,,,
Mandelain,,Aiel,Male,,,Balding,,,,TFOH,2,ACOS,33,ACOS,18,ACOS,18,,,,Alive,,Clan chief,,Daryne,,,,
Mandein,,Aiel,Male,,,,,,,,,,,TSR,25,TSR,25,,Sept Chief,,Dead,,,,Aiel,,,,
Manal,,Cairhienin,Male,,,Gray,,,,LOC,54,LOC,54,LOC,54,LOC,54,,,,Alive,,Boatmen,,,,,,
Managan,,Malkieri,Male,,,,,Lean,,,,,,KOD,20,TOM,23,Lan Mandragoran,,,Alive,,Merchant,,,,,,
Malvin,,Unknown,Male,,,,,,,,,,,NS,5,NS,5,White Tower,,Under-lieutenant,Alive,,Soldier,,,,,,
Mallone,,Unknown,Male,,,,,,,,,,,AMOL,37,AMOL,37,Children of the Light,,,Alive,,Soldier,,,,,,
Malenarin Rai,,Kandori,Male,,,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,Commander,Dead,1000 NE,Soldier,,,,,,
Malalin,,Altaran,Male,,,,,,,TGS,19,TGS,19,,,,,,Lord,,Alive,,,,,,,,
Malain,,Saldaean,Male,,,,,,,,,,,TOM,32,TOM,32,Dragon Reborn,,,Alive,,Soldier,,,,,,
Makzim,,Unknown,Male,,,,,,,TOM,22,TOM,22,,,,,White Tower,,,Alive,,Warder,,,,,,
Melvara,,Unknown,Female,,,,,,,TGS,39,TGS,39,,,,,Black Ajah,,Aes Sedai,Alive,,,Unknown Ajah,,,,,
Melore,,Domani,Female,,Plump,,,,,,,,,ACOS,37,ACOS,38,The Kin,,Elder,Dead,1000 NE,,,,,,,
Melli Craeb,,Unknown,Female,Short,,Auburn,,,,,,,,TOM,8,TOM,8,,,,Alive,,Tavernkeeper,,,,,,
Melitene,,Seanchan,Female,,,"Graying, long",,,,,,,,COT,4,TOM,47,,,Der'sul'dam,Alive,,,,,,,,
Melindhra,,Aiel,Female,Tall,,"Long, golden",Pale blue,,,,,TFOH,52,TFOH,3,TFOH,51,The Shadow,,,Dead,999 NE,,,Shaido,Jumai,,,
Melfane Dawlish,,Andoran,Female,Short,,,Dark,Stout,,KOD,15,,,KOD,31,TOM,45,Elayne Trakand,,,Alive,,Midwife,,,,,,
Melavaire Someinellin,,Cairhienin,Female,Short,,Dark with white flecks,,Stout,,,,,,KOD,24,KOD,24,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Melare,,Andoran,Female,,,,Bright blue,Plump,,,,AMOL,14,KOD,Prologue,AMOL,14,The Shadow,,Aes Sedai,Unknown,,,Red Ajah,,,,,
Melaine,,Aiel,Female,,,Golden-red,Green,,,TDR,39,,,TSR,23,AMOL,33,,,,Alive,,Wise One,,Goshien,Jhirad,,,
Meise,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept,,,
Meira,,Aiel,Female,,,,Blue,,,,,,,ACOS,Prologue,KOD,5,Sevanna,,,Alive,,Wise One,,Shaido,White Cliff,,,
Meilyn Arganya,,Unknown,Female,Tall,,Silver-gray,Startling blue,,,NS,3,NS,18,NS,5,NS,8,White Tower,,Aes Sedai,Dead,979 NE,,White Ajah,,,,,
Mahiro Shukosa,,Kandori,Male,,,Graying,,,,,,,,LOC,49,LOC,49,White Tower,,,Alive,,Warder,,,,,,
Maeric,,Aiel,Male,,,,,Blocky,,,,,,ACOS,Prologue,ACOS,40,Sevanna,,,Dead,1000 NE,,,Shaido,Moshaine,,,
Maedin Bashere,,Saldaean,Male,,,,,,,TSR,41,TSR,41,,,,,,,,Alive,,,,,,,,
Maecine,,Unknown,Male,,,,,,,TFOH,22,TFOH,22,,,,,,King of Eharon,King,Dead,,,,,,,,
Madwin,,Unknown,Male,,,,,,,KOD,27,AMOL,Prologue,,,,,Band of the Red Hand,,Officer,,,Soldier,,,,,,
Madresin Mandevwin,,Cairhienin,Male,,,Gray streaks,,Stocky,,,,,,KOD,27,TGS,36,Band of the Red Hand,,Captain,Alive,,Soldier,,,,,,
Madoc Comadrin,,Unknown,Male,,,,,,,LOC,5,KOD,37,,,,,,,General,Dead,,Soldier,,,,,,
Madic,,Altaran,Male,,,Balding,,,,,,,,ACOS,16,TPOD,2,Darkfriend,,,Dead,1000 NE,Servant,,,,,,
Macoll,,Unknown,Male,,,,,,,,,,,KOD,37,KOD,37,Band of the Red Hand,,Bannerman,Alive,,Soldier,,,,,,
Machir,,Domani,Male,,,,,,,COT,Prologue,COT,Prologue,,,,,Arad Doman,Lord,,Alive,,,,,,,,
Macharan,,Andoran,Male,,,,,Bear-like,,LOC,28,,,TPOD,18,TPOD,18,,Lord,,Alive,,,,,,,,
Machan,,Unknown,Male,,,,,,,TFOH,27,TFOH,27,,,,,White Tower,,,Alive,,Warder,,,,,,
Meidani Eschede,,Arafellin,Female,Tall,,Dark golden,Blue,Slim,,,,,,NS,4,TGS,39,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Megana,,Aiel,Female,,,,,,,,,,,ACOS,3,ACOS,3,,,,Alive,,Wise One,,Unknown clan,Unknown sept,,,
Medore Damara,,Tairen,Female,Tall,,,"Bright, blue",,,TSR,2,,,WH,6,KOD,12,Cha Faile,Lady,,Alive,,,,,,,,
Meashan Dubaris,,Domani,Female,,,,,,,TGS,31,TGS,31,,,,,Council of Merchants,,,Dead,1000 NE,Merchant,,,,,,
Mayv,,Andoran,Female,,,,,,,COT,13,COT,13,,,,,House Trakand,Lady,,Dead,,,,,,,,
Maylin,,Altaran,Female,,,,,,,,,,,ACOS,39,ACOS,39,,,,Alive,,Maid,,,,,,
Mayam Colona,960 NE,Tairen,Female,,,,,,,LOC,25,LOC,25,,,,,White Tower,,Aes Sedai,Alive,,,White Ajah,,,,,
Mavra Mallen,,Andoran,Female,,,"Long, Braided",,,,TEOTW,16,TGH,23,,,,,Two Rivers,Wisdom,,Alive,,Healer,,,,,,
Matilde,,Altaran,Female,,,,,,,,,ACOS,16,ACOS,16,,,,,,Alive,,Servant,,,,,,
Materese,,Unknown,Female,,,,,,,TEOTW,4,,,,,,,,Materese the Healer,,Fictional character,,,,,,,,
Masuri Sokawa,935 NE,Arafellin,Female,,,,Dark,Slim,,LOC,41,,,LOC,43,AMOL,44,Perrin Aybara,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Ma'combe,,Seanchan,Male,,,,,,,,,TGS,19,TGS,19,TGS,19,,,,Alive,,,,,,,,
Mashera Donavelle,,Unknown,Female,,,,,,,ACOS,6,ACOS,6,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,,,,
Masalin,,Aiel,Female,,,Gray,,,,,,,,COT,9,COT,9,Shaido Aiel,,,Alive,,Wise One,,Shaido,Unknown sept,,,
Maryl Harke,,Unknown,Female,,,,,,,WH,Prologue,WH,Prologue,,,,,School of Cairhien,,,Alive,,Inventor,,,,,,
Martna Baily,,Murandian,Female,,,,,,,TGS,28,,,,,TGS,28,,,,Unknown,,Baker (possibly),,,,,,
Marthera,,Unknown,Female,,,,,,,TGS,40,TGS,40,,,,,Seanchan,,Aes Sedai,Alive,,,Green Ajah,,,,,
Marthea,,Aiel,Female,,,,,,,TGS,21,TGS,22,,,,,Shaido,,,Dead,1000 NE,,,Shaido,Unknown sept,,,
Marsial,,Unknown,Female,,,,,,,,,,,TGS,38,TGS,38,White Tower,,Novice,Alive,,,,,,,,
Marris Thornhill,,Andoran,Female,,,,,Plump,,TDR,13,KOD,Prologue,COT,Prologue,COT,Prologue,Black Ajah,,Aes Sedai,Unknown,,,Brown Ajah,,,,,
Marline,,Aiel,Female,Tall,,Dark,Purple,,,,,,,TPOD,9,KOD,29,,,,Alive,,Wise One,,Unknown clan,Unknown sept,,,
Marli Noichin,,Seanchan,Female,,,,Dark,Plump,,,,KOD,14,WH,8,WH,8,,,,Alive,,,,,,,,
Marith Riven,,Murandian,Female,,,,,,,TGH,45,,,ACOS,1,ACOS,1,The Dragon Reborn,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Osana,,Domani,Female,,,Dark,,,,,,COT,Prologue,LOC,6,LOC,6,,Lady,,Alive,,,,,,,,
Marisa Ayellin,,Andoran,Female,,,,,,,TGH,36,TGH,36,,,,,Two Rivers,,,Alive,,,,,,,,
Marith Jaen,700 NE,Unknown,Female,,,,,,,ACOS,Prologue,ACOS,8,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,988 NE,,Blue Ajah,,,,,
Marisa Ahan,,Andoran,Female,,,,,,,,,TPOD,30,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,,,,
Marinna,,Aiel,Female,,,,,Small,,,,,,TOM,49,TOM,49,,Child of the Dragon,,Foreseen,,Wise One apprentice,,,,,,
Marin al'Vere,,Andoran,Female,,Slender,Graying,,,,TEOTW,1,AMOL,1,TEOTW,2,TSR,56,Two Rivers,Women's Circle Member,,Alive,,,,,,,,
Marillin Gemalphin,848 NE,Andoran,Female,,,"Brown, lifeless","Blue, dreamy",Skinny,,TDR,25,TOM,24,TSR,38,KOD,33,Black Ajah,,Aes Sedai,Unknown,,Dreadlord,Brown Ajah,,,,,
Marille,,Seanchan,Female,,,,,Stout,,WH,8,,,KOD,14,TOM,33,,,,Alive,,,,,,,,
Mari,,Andoran,Female,,,,,,,,,,,TEOTW,14,TEOTW,14,,,,Alive,,Serving girl,,,,,,
Marewin,,Amadician,Female,,,,,Slight,,,,LOC,9,LOC,9,LOC,9,,Lady,,Alive,,,,,,,,
Mareil,,Unknown,Female,Tall,,"Shoulder-length, black, going white",,Slender,,,,,,KOD,22,KOD,22,,,First Twelve,Alive,,,,,,,,
Marce Eldin,,Andoran,Female,,,,,Stocky,,,,TPOD,30,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,,,,
Oncala,,Aiel,Female,,,,,,,,,,,TOM,49,TOM,49,,Blood of the Dragon,,Foreseen,,,,Taardad,,,,
Marande Algoran,,Amadician,Female,,,,,,,,,,,LOC,9,LOC,9,,Lady,,Alive,,,,,,,,
Maralenda,,Andoran,Female,,,,,,,TGS,8,,,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,,,,
Marah Anan,,Altaran,Female,,,,,,,,,WH,29,WH,19,WH,29,,,,Alive,,Maid,,,,,,
Marah,,Murandian,Female,,,,"Mischievous, blue",Stocky,,,,,,KOD,24,KOD,24,White Tower,,Novice,Alive,,,,,,,,
Maragaine,,Andoran,Female,,,,,,,LOC,26,LOC,26,,,,,Andor,Queen,Queen of Andor,Dead,,,,,,,,
Mara Tomanes,,Tairen,Female,,,,,,,TSR,47,TFOH,1,,,,,,,,Unknown,,,,,,,,
Manda Wan,,Unknown,Female,,,,,,,,,,,AMOL,37,AMOL,37,White Tower,,Aes Sedai,Alive,,,Green Ajah,,,,,
Malindhe,,Aiel,Female,,,,,,,,,,,LOC,32,LOC,32,,,,Alive,,Wise One,,Unknown clan,Unknown sept,,,
Malindare,,Aiel,Female,,,Dark,,,,,,,,ACOS,33,ACOS,33,,,,Alive,,,,Unknown clan,Unknown sept,,,
Malind Nachenin,941 NE,Kandori,Female,,,,"Dark, Fierce",Plump,,,,,,LOC,35,KOD,23,White Tower,,Aes Sedai,Alive,,,Green Ajah,,,,,
Malin din Toral Breaking Wave,,Unknown,Female,,,Gray streaked,,,,,,,,ACOS,13,ACOS,13,,Sailmistress,Wavemistress,Alive,,,,,,,,
Malidra,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept,,,
Malian,,Seanchan,Female,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,,,,
Malena Aylar,,Andoran,Female,Tall,,,,Scrawny,,,,,,TGH,23,TGH,23,Two Rivers,,,Unknown,,Wisdom,,,,,,
Malai,,Seanchan,Female,,,,,,,TGS,35,TGS,35,,,,,,,,Alive,,,,,,,,
Malahavana,,Seanchan,Female,,,,,,,TGS,36,TGS,36,,,,,,,,Alive,,,,,,,,
Mairin Gome,,Unknown,Female,,,,,,,TFOH,36,TFOH,38,,,,,,,,Alive,,Entertainer,,,,,,
Maira,,Aiel,Female,,,Red,,,,,,,,TFOH,23,LOC,3,,,,Alive,,,,Tomanelle,Serai,,,
Mair,,Arafellin,Female,,,,Blue,Plump,,,,,,KOD,24,TGS,41,White Tower,,Accepted,Alive,,,,,,,,
Maigran,,Aiel,Female,,,,,,,,,,,TSR,25,TSR,26,,,,Dead,,,,Da'shain Aiel,,,,
Maighdin Trakand,,Andoran,Female,,,,,,,TFOH,19,,,,,,,Andor,Lady,High Seat,Dead,972 NE,,,,,,,
Maigan Nem,,Andoran,Female,,,,,,,,,,,TFOH,1,TFOH,1,,,,Alive,,,,,,,,
Maigan,,Unknown,Female,Average,,,Large,Elongated,,TGH,4,,,COT,30,COT,30,White Tower,,Aes Sedai,Alive,,,Blue Ajah,,,,,
Maglin Madwen,,Murandian,Female,,,Graying,,Lean,,,,,,TGH,21,TGH,21,,,,Alive,,Innkeeper,,,,,,
Magla Daronos,839 NE,Illianer,Female,,,,,Heavy,,,,,,LOC,30,TGS,26,White Tower,,Aes Sedai,Alive,,Sitter,Yellow Ajah,,,,,
Magde Aybara,,Andoran,Female,,,,,Stout,,TSR,29,TSR,40,,,,,Two Rivers,,,Dead,999 NE,,,,,,,
Maerin,,Unknown,Female,,,,,,,AMOL,18,AMOL,18,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,,,,
Maenadrin,,Saldaean,Female,,,,Dark,,,,,,,TGS,6,TGS,6,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Mada,,Tar Valon,Female,,,,Big Brown,,,,,,,TDR,31,TDR,31,,,,Alive,,Maid,,,,,,
