name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Jonan Adley,,Altaran,Male,,,,,,,,,LOC,11,TPOD,24,The Dragon Reborn,,Soldier (Asha'man),Dead,1000 NE,Asha'man,,,
Jonai,,Aiel,Male,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,,
Jon Gaelin,,Andoran,Male,,,,,,,TSR,33,TOM,34,TOM,34,Perrin Aybara,,,Alive,,Farmer,,,
Jon Skellit,,Andoran,Male,,,,,,,WH,26,,,,,Elayne Trakand,,,Alive,,Barber,,,
Jom,,Unknown nationality,Male,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,,
Jon Ayellin,,Andoran,Male,,,Bald,,Hulking,,,,LOC,Prologue,TOM,40,Perrin Aybara,,,Alive,,,,,
Johanin,,Ghealdanin,Male,,,,,,,TFOH,39,,,,,Ghealdan,King of Ghealdan,King,Dead,999 NE,,,,
Joao,,Shienaran,Male,,,,,,,,,TOM,23,TOM,23,Lan Mandragoran,,,Alive,,Soldier,,,
Jon,,Ghealdanin,Male,,,,,,,TDR,8,,,,,,,,Alive,,Blacksmith,,,
Joelin,,Unknown nationality,Male,,,,,,,TSR,31,,,,,Children of the Light,,,Dead,999 NE,Soldier,,,
Jimar Chubain,,Unknown nationality,Male,,,Black,,,,ACOS,Prologue,TGS,41,AMOL,9,White Tower,,High Captain,Alive,,Soldier,,,
Jisao Hamora,,Unknown nationality,Male,,,,Dark,,,,,LOC,Prologue,TGS,4,Younglings,,,Alive,,Soldier,,,
Jidar,,Saldaean,Male,,,,,,,,,LOC,45,LOC,45,,,,Alive,,Soldier,,,
Jhoradin,,Aiel,Male,,,Red-golden,Blue,Squat,,,,TPOD,30,KOD,30,Sevanna,,,Dead,1000 NE,,,Unknown clan,Unknown sept
Joal Ramedar,,Aldesharin,Male,,,,,,,LOC,26,,,,,,King of Aldeshar,King,Dead,,,,,
Jerinvar Barstere,,Andoran,Male,,,White,,,,,,TSR,56,TSR,56,Two Rivers,,,Alive,,,,,
Jerum Nus,,Unknown nationality,Male,,,,,,,,,TOM,43,TOM,43,Children of the Light,,,Alive,,Soldier,,,
Jheran,,Aiel,Male,,,"Graying, brown",,Slender,,TSR,28,TSR,57,AMOL,6,,,,Alive,,Clan chief,,Shaarad,
Jeral,,Unknown nationality,Male,,,,,,,,,TGH,29,TGH,29,Children of the Light,,,Alive,,Soldier,,,
Jeral Florry,,Andoran,Male,,,,,Round,,,,TDR,40,TDR,40,,,,Alive,,Innkeeper,,,
Jeorg Damentanis,,Illianer,Male,,,,Dark,,,,,KOD,20,KOD,20,,,,Alive,,Merchant,,,
Jerasid,,Andoran,Male,,,,,Broad and stocky,,,,TPOD,9,TPOD,9,Two Rivers,,,Alive,,Farrier,,,
Jeordam,,Aiel,Male,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Aiel,
Jeordwyn Semaris,,Illianer,Male,,,,,,,,,TPOD,24,TPOD,24,Council of Nine,,,Alive,,,,,
Jarr,,Unknown nationality,Male,,,,,,,,,TOM,2,TOM,2,Perrin Aybara,,,Alive,,Mercenary,,,
Jen,,Altaran,Male,,,,,,,,,ACOS,16,,,,,,Alive,,Servant,,,
Jenric,,Aiel,Male,,,,,Massive,,,,TFOH,3,TFOH,3,,,,Alive,,,,Unknown clan,Unknown sept
Jeorad Manyard,,Andoran,Male,,,,,,,LOC,Epilogue,,,,,Artur Paendrag Tanreall,Governor of the Province of Andor,Governor,Dead,,,,,
Jaril,,Amadician,Male,,,,,,,,,TFOH,49,LOC,12,,,,Alive,,,,,
Jaren,,Aiel,Male,,,,,,,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,
Jarid Sarand,,Andoran,Male,,,,,,,,,TFOH,19,AMOL,Prologue,House Marne,Lord,High Seat,Alive,,,,,
Jarel Soukovni,,Kandor,Male,,,,,,,RPG,,,,,,,King of Kandor,King,Dead,,,,,
Jaret Byar,,Unknown nationality,Male,Tall,,Gray,Deep-set,Thin,,,,TEOTW,30,TOM,41,The Shadow,,Officer,Dead,1000 NE,Soldier,,,
Jared Aydaer,,Andoran,Male,,,,,,,,,TSR,40,TSR,40,Two Rivers,,,Dead,999 NE,,,,
Jearom,,Unknown nationality,Male,,,,,,,TDR,24,,,,,White Tower,,,Dead,,Warder,,,
Jargen,,Kandori,Male,,,"Black, graying",,,,,,TOM,Prologue,TOM,Prologue,Kandor,,Sergeant,Dead,1000 NE,Soldier,,,
Janwin,,Aiel,Male,,,Gray,Blue-gray,,,TFOH,2,ACOS,18,ACOS,18,,,,Alive,,Clan chief,,Shiande,
Jaric Mondoran,,Unknown nationality,Male,,,,,,,TSR,26,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,
Jar Silvin,,Andoran,Male,,,Gray,,,,,,TFOH,12,TFOH,12,Gareth Bryne,,,Alive,,,,,
Janduin,,Aiel,Male,Tall,,Blond,,,,,,TOM,49,TOM,49,,Child of the Dragon,,Foreseen,,,,,
Janduin (father),,Aiel,Male,,,,,,,TSR,34,,,,,,,,Dead,979 NE,Clan chief,,Taardad,Iron Mountain
Jaq Lounalt,,Taraboner,Male,,,,,Lean,,TSR,38,COT,15,TOM,23,Darkfriend,,,Dead,1000 NE,,,,
Jander Parentakis,,Unknown nationality,Male,,,,,,,WH,Prologue,,,,,School of Cairhien,,,Alive,,Inventor,,,
Jame,,Seanchan,Male,,,,,,,,,AMOL,11,AMOL,11,,,,Alive,,Bouncer,,,
Jalid Magonine,,Seanchan,Male,,,,,,,COT,4,,,,,,,,Alive,,Craftsman,,,
Jalanda (Ogier),,,Male,,,,,,Ogier,TDR,50,,,,,,,,Dead,,Historian,,,
Jakob Hernvil,,Andoran,Male,Short,,,,Lean,,,,KOD,17,KOD,17,House Marne,,,Alive,,Secretary,,,
Jak,,Andoran,Male,,,,,Big,,,,TEOTW,32,TEOTW,32,,,,Alive,,Bouncer,,,
Jak Masond,,,Male,Short,Stocky,,,,,,,TPOD,22,TPOD,24,Dragon Reborn,,,Alive,,,,,
Jaim Aybara,,Andoran,Male,,,"Dark, curly",,,,,,TSR,53,TSR,56,Two Rivers,,,Alive,,,,,
Jaim Thane,,Andoran,Male,,,,,,,TSR,43,,,,,Two Rivers,,,Alive,,,,,
Jaim Torfinn,,Andoran,Male,,,,,,,,,TSR,33,TOM,46,Logain Ablar,,Soldier (Asha'man),Alive,,Asha'man,,,
Jaim Dawtry,,Andoran,Male,,,,,,,,,TOM,24,TOM,24,Perrin Aybara,,,Alive,,Soldier,,,
Jaim,,Unknown nationality,Male,,,Gray,,,,,,NS,1,NS,1,Lan Mandragoran,,,Alive,,Soldier,,,
Jaim Adarra,,Unknown nationality,Male,,,,,,,,,TDR,35,TDR,41,,,,Alive,,Ship captain,,,
Jailin Maran,,Andoran,Male,,,,,,,COT,Prologue,,,,,House Marne,,,Alive,,,,,
Jaichim Carridin,,Amadician,Male,Tall,,Gray at temples,Dark,,,,,TGH,Prologue,TPOD,28,Darkfriend,,Inquisitor,Dead,1000 NE,Inquisitor,,,
Jahar Narishma,977 NE,Arafellin,Male,,,"Dark, in long braids",Dark,,,LOC,28,LOC,42,AMOL,39,The Dragon Reborn,,Asha'man,Alive,,Warder,,,
Jaem,,,Male,,,,,,,TEOTW,4,,,,,,Jaem the Giant-Slayer,,Fictional character,,,,,
Jaem Dawlish,,Andoran,Male,,,,,,,KOD,35,,,,,Elayne Trakand,,,Alive,,Servant,,,
Hashala,,Unknown nationality,Female,,,"Black, short",,,,,,TGS,41,TGS,41,White Tower,,Novice,Alive,,,,,
Harilin,,Aiel,Female,,,Red,,Lanky,,,,LOC,28,KOD,19,,,,Alive,,,,Taardad,Iron Mountain
Harine din Togara Two Winds,,,Female,,,"Dark, with white streaks",,,,LOC,27,ACOS,34,TGS,5,,,Wavemistress,Alive,,,,,
Haesel Lusara,878 NE,Murandian,Female,,,Black,Black,Stocky,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Hamada,,,Female,,,,,,Ogier,TDR,50,,,,,,,,Dead,,,,,
Gurat,,Seanchan,Male,,,,,,,KOD,34,,,,,,,,Alive,,Soldier,,,
Hattori Gatano,,Illianer,Female,,,,,,,TGS,13,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Gufrin,,Unknown nationality,Male,,,,,,,TOM,8,,,TOM,8,Band of the Red Hand,,Sergeant,Alive,,Soldier,,,
Haesel Palan,,Murandian,Female,,,,,Plump,,,,NS,18,NS,18,,,,Alive,,Merchant,,,
Gueye Arabah,,Seanchan,Male,,,,,,,,,KOD,29,KOD,29,,,Lieutenant,Alive,,,,,
Hadora,,Unknown nationality,Female,,,,,,,,,KOD,32,KOD,32,Queen's Guard,,,Alive,,Soldier,,,
Gueyam,,Tairen,Male,,,Bald,,,,TSR,21,TFOH,46,TPOD,24,The Dragon Reborn,High Lord of Tear,,Dead,1000 NE,,,,
Gregorin Panar den Lushenos,,Illianer,Male,Tall,,,,,,,,ACOS,41,AMOL,6,Council of Nine,Steward of Illian,Steward,Alive,,,,,
Guaire Amalasan,,Darmovanin,Male,,,,,,,TEOTW,14,,,,,,False Dragon,,Dead,FY 943,,,,
Gorin Rogad,,Illianer,Male,,,,,,,TEOTW,3,,,,,,False Dragon,,Dead,995 NE,,,,
Gorenellin,,Malkier,Male,,,,,,,,,KOD,20,TOM,23,Lan Mandragoran,,,Alive,,Merchant,,,
Grayor Frenn,,Andoran,Male,,,,,,,,,TOM,40,TOM,40,Perrin Aybara,,,Alive,,Soldier,,,
Graeger,,Unknown nationality,Male,,,,,,,TOM,1,,,,,,,,Dead,,Farmer,,,
Gorderan,,Tairen,Male,,,,Gray,"Muscular, Wide",,,,ACOS,38,TOM,9,Band of the Red Hand,,Redarm,Dead,1000 NE,Soldier,,,
Gomanes,,Unknown nationality,Male,,,,,,,TSR,31,,,,,Children of the Light,,,Dead,999 NE,Soldier,,,
Goemal,,,Male,,,,,,,TSR,17,,,,,,,,Unknown,,,,,
Gilgame,,Unknown nationality,Male,,,,,,,TOM,51,,,,,,,,Dead,,,,,
Gholam,,,Male,,,Sandy,,Slender,,,,,,TOM,31,The Shadow,,,Lost in the abyss,,,,,
Ghoetam,,Unknown nationality,Male,,,,,,,TSR,24,,,,,,,,Fictional character,,,,,
Gharadin,,Aiel,Male,,,,,,,TPOD,9,,,,,,,,Alive,,,,Unknown clan,Unknown sept
Get Eldin,,Andoran,Male,,,Bald,,,,,,TSR,45,TSR,45,Two Rivers,,,Alive,,Farmer,,,
Georg Tazanovni,,Kandori,Male,Tall,,,,,,ACOS,32,,,,,,,,Dead,,,,,
Gerard Arganda,,Ghealdanin,Male,Short,,Graying,Dark,Squat,,,,WH,2,AMOL,39,Perrin Aybara,,First Captain,Alive,,Soldier,,,
Get Ayliah,,Andoran,Male,,,,,,,,,WH,2,COT,25,Two Rivers,,,Alive,,Soldier,,,
Geofram Bornhald,,Taraboner,Male,,,Gray,,,,,,TEOTW,30,TGH,48,Children of the Light,,Lord Captain,Dead,998 NE,Soldier,,,
Gendar,,Mayener,Male,,,,,,,,,WH,5,WH,5,Perrin Aybara,,,Dead,1000 NE,Thief-catcher,,,
Gearan,,Aiel,Male,,,,,Lanky,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Geleni,,Borderlander,Male,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Farmer,,,
Gavid,,Unknown nationality,Male,,,,,,,,,AMOL,Prologue,AMOL,Prologue,Band of the Red Hand,,Squad leader,Alive,,Soldier,,,
Gawyn Trakand,979 NE,Andoran,Male,"6'5""",,Red Gold,Blue,,,TEOTW,34,TEOTW,40,AMOL,37,White Tower,,First Prince of the Sword,Dead,,Warder,,,
Gaul,,Aiel,Male,Tall,,Red,Green,,,,,TDR,33,AMOL,47,Perrin Aybara,,,Alive,,,,Shaarad,Imran
Garumand,,Saldaean,Male,,,,,,,,,TOM,Prologue,TOM,Prologue,Graendal,,Captain,Dead,1000 NE,Soldier,,,
Garon Burlow,,Dorlan,Male,,,,,,,,,COT,Prologue,COT,Prologue,,,,Alive,,Mayor,,,
Garlvan,,Aiel,Male,,,,,,,TOM,48,,,,,,,,Dead,,Unknown occupation,,Unknown clan,Unknown sept
Garfin,,Illian,Male,,,,,,,TOM,46,,,,,Black Tower,,,Unknown,,Sword instructor,,,
Garan,,Aiel,Male,,,,,,,TFOH,3,,,,,,,,Alive,,,,Goshien,Jhirad
Garken,,Murandian,Male,,,,,,,,,TGS,28,TGS,28,,,,Dead,,Unknown occupation,,,
Garam,,Cairhienin,Male,,,,Dark,Slight,,,,TSR,25,TSR,25,,,,Dead,,,,,
Gareth Bryne,,Andoran,Male,Medium,,"Black, streaked with gray",Dark,Stocky,,TEOTW,35,TEOTW,40,AMOL,37,White Tower,,Captain-General,Dead,1000 NE,Warder,,,
Gamel Loune,,Seanchan,Male,Tall,,"Dark, curly, white flecks",,Lean,,,,KOD,34,KOD,34,Ever Victorious Army,,Banner-General,Alive,,Soldier,,,
Galldrian Riatin,,Cairhienin,Male,,,,,,,TGH,9,,,,,,King of Cairhien,King,Dead,998 NE,,,,
Gann,,Unknown nationality,Male,,,,,,,TDR,33,TDR,34,TDR,34,,Lord,Lord,Alive,,Hunter of the Horn,,,
Galadedrid Damodred,,Andoran,Male,Tall,,Dark,Dark,Slender,,,,TEOTW,40,AMOL,37,Children of the Light,First Prince of the Sword,Lord Captain Commander,,,Soldier,,,
Gainor Furlan,,Altaran,Male,,,Bald,Brown,Plump,,,,TDR,33,TDR,35,,,,Alive,,Innkeeper,,,
Gaidal Cain,,Unknown nationality,Male,Short,,,,Muscled,,TEOTW,17,TGH,47,TSR,52,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Gaffin,,Borderlander,Male,,,,,,,TGS,Prologue,,,,,,,,Alive,,,,,
Gadren Grady,995 NE,Unknown nationality,Male,,,,,,,,,LOC,3,LOC,3,,,,Alive,,,,,
Pevin,,Cairhienin,Male,,Thin,Gray,,,,,,TFOH,46,TFOH,55,Rand al'Thor,,Bannerman,Dead,999 NE,,,,
Piqor Ramshalan,,Domani,Male,,,Black,,Lanky,,,,TGS,31,TOM,Prologue,,Lord,,Alive,,,,,
Posavina,,Kandori,Male,,,,,,,,,WH,32,WH,32,,,,Alive,,Merchant,,,
Perwyn Belman,,Andoran,Male,,,,,,,,,LOC,28,LOC,28,Darkfriend,,,Alive,,,,,
Petra Anhill,,Unknown nationality,Male,"Shorter than Mat, but twice as wide",,,,Huge,,,,TFOH,17,AMOL,11,Valan Luca,,,Alive,,Entertainer,,,
Perival Mantear,988 NE,Andoran,Male,,,Golden,,,,,,COT,13,AMOL,2,House Trakand,Lord,High Seat,Alive,,,,,
Perrin Aybara,978 NE,Andoran,Male,"1 span, 1 foot, 3 inches",24 stone,Brown,"Yellow / Gold, previously Dark Brown",,,,,TEOTW,Ravens,AMOL,Epilogue,Wolfbrother,Wolf King,Lord of the Two Rivers,Alive,,Blacksmith,,,
Peral Torval,,Taraboner,Male,,,,,,,,,LOC,42,,,Darkfriend,,Asha'man,Dead,1000 NE,Asha'man,,,
Pelateos,,Unknown nationality,Male,,,,,,,TGS,15,,,,,,,,Dead,,Author,,,
Pelivar Coelan,,Andoran,Male,,,"Dark, thinning",,Lean,,TFOH,19,TPOD,17,KOD,35,House Trakand,Lord,High Seat,Alive,,,,,
Pel Aydaer,,Andoran,Male,,,Bald,,,,TEOTW,30,TSR,42,LOC,Prologue,Perrin Aybara,,,Alive,,Furniture maker,,,
Pel,,Unknown nationality,Male,,,,,,,,,TFOH,11,TFOH,11,,,,Alive,,Wagon Driver,,,
Pavil Geraneos,,Illianer,Male,,,,Dark,,,,,KOD,20,KOD,20,,,,Alive,,Merchant,,,
Pedron Niall,,Murandian,Male,,,White,,Lean,,NS,12,TDR,Prologue,ACOS,Prologue,Children of the Light,,Lord Captain Commander,Dead,1000 NE,Soldier,,,
Patrim,,Ghealdanin,Male,,,,,,,,,TDR,8,TDR,8,,,,Alive,,Stableman,,,
Parelean,,Tairen,Male,,,,,,,,,TPOD,8,,,Cha Faile,,,Dead,1000 NE,,,,
Pappil,,Andoran,Male,,,,,,,,,,,,,,,,Dead,,Unknown occupation,,,
Paitr do Fearna a'Conn,,Murandian,Male,,,,,,,,,TPOD,17,TPOD,17,,Lord,,Alive,,,,,
Paitar Nachiman,,Arafellin,Male,Tall,,Graying,,,,ACOS,2,TPOD,Prologue,AMOL,6,Arafel,King of Arafel,King,Alive,,,,,
Paitr Conel,,Andoran,Male,,,"Long, curly, dark",,,,,,TEOTW,33,LOC,31,Darkfriend,,,Dead,999 NE,,,,
Paetram Aybara,990 NE,Andoran,Male,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Dead,999 NE,,,,
Paetram (Tear),,Kandori,Male,,,Yellow,,Wide,,,,TSR,13,TSR,13,,,,alive,,Merchant,,,
Paers,,Murandian,Male,,,,,,,,,LOC,5,LOC,5,Hunter of the Horn,Lord,,Alive,,Hunter of the Horn,,,
Paet al'Caar,,Andoran,Male,,,,,,,,,TEOTW,Ravens,TSR,56,Two Rivers,,,Alive,,,,,
Padry,,Murandian,Male,,,,,Skinny,,,,LOC,5,LOC,5,Hunter of the Horn,,Hunter of the Horn,Alive,,Footman,,,
Paedrig,,Unknown nationality,Male,,,,,,,,,TGH,47,TGH,47,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Padan Fain,,Murandy,Male,,Gaunt,,Dark,,,TEOTW,1,TEOTW,2,AMOL,47,Darkfriend,,,Dead,,,,,
Istaban Novares,,Tairen,Male,,,,,,,RPG,,,,,,,High Lord of Tear,,Dead,,,,,
Ivon,,Unknown nationality,Male,,,,,,,,,TSR,1,TSR,1,Children of the Light,,,Alive,,Soldier,,,
Ismic,,Kandori,Male,,,,,,,TPOD,Prologue,,,,,,Lord,Lord,Alive,,,,,
Ishamael,Age of Legends,,Male,Tall,,Black,Fiery,,,,,TEOTW,Prologue,TDR,56,,Ba'alzamon,Chosen,Dead,999 NE,,,,
Ishigari Terasian,,Arafellin,Male,,,,,Fat,,,,TPOD,Prologue,TPOD,Prologue,,Lord,General,Alive,,,,,
Iralin,,Domani,Male,Tall,,,,Willowy,,,,TGS,42,TOM,25,Council of Merchants,,,Alive,,Merchant,,,
Inlow,,Andoran,Male,,,,,,,TEOTW,33,,,,,,,,Alive,,Innkeeper,,,
Ingtar Shinowa,,Shienaran,Male,Stocky,,Dark,Dark,,,,,TEOTW,46,TGH,46,The Light,Lord Ingtar of House Shinowa,Lord,Dead,998 NE,,,,
Indirian,,Aiel,Male,Average,,,Emerald,Gaunt,,TFOH,2,LOC,24,ACOS,18,,,,Alive,,Clan chief,,,
Ihvon,,Unknown nationality,Male,Tall,Slender,,,,,,,TGH,2,WH,23,,,,Presumed dead,,Warder,,,
Hurin,,Shienaran,Male,"5'10""",,"Graying, long",,Lean,,,,TGH,9,AMOL,37,,,,Dead,1000 NE,Sniffer,,,
Ianor,,Shienaran,Male,,,Topknot,,,,,,TOM,23,TOM,23,Lan Mandragoran,,,Alive,,Soldier,,,
Hurd,,Altaran,Male,,,Almost bald,,Squat,,,,KOD,6,KOD,6,,,,Alive,,Stableman,,,
Huan,,Tairen,Male,,,,,,,NS,6,,,,,,,,Dead,,,,,
Hyam Kinch,,Andoran,Male,,,,,,,,,TEOTW,33,TEOTW,33,,,,Alive,,Farmer,,,
Huan,,Seanchan,Male,,,"Pale golden, shoulder length braid",,,,,,TGH,29,TGH,34,,,,Dead,998 NE,,,,
Hu Marwin,,Andoran,Male,,,,,,,,,TSR,33,COT,8,Two Rivers,,,Alive,,Soldier,,,
Hu al'Dai,,Andoran,Male,,,,,,,,,TSR,43,TSR,43,Two Rivers,,,Alive,,,,,
Hu Barran,,Andoran,Male,,,,,Lanky,,TEOTW,2,TEOTW,4,TOM,10,Perrin Aybara,,,Alive,,Stableman,,,
Huan Mallia,,Tairen,Male,Tall,,Dark,Pale blue,,,,,TDR,32,TDR,40,,,,Alive,,Ship captain,,,
Hornwell,,Andoran,Male,,,Gray,,,,,,TPOD,20,TPOD,20,Morgase Trakand,,,Alive,,,,,
Howal Gode,,Andor,Male,,,,,,,,,TEOTW,26,TEOTW,32,Darkfriend,,,Dead,998 NE,Merchant,,,
Hirshanin,,Ghealdanin,Male,,,,,,,,,TOM,40,TOM,40,Perrin Aybara,,,Alive,,Soldier,,,
Hirare Nachiman,,Arafel,Male,,,,,,,,,,,,,,Lord,Noble,Dead,976 NE,General,,,
Hoffley,,Andoran,Male,,,,,,,KOD,26,,,,,,,,Alive,,Banker,,,
Heran Adan,,Andoran,Male,,,,,,,TEOTW,13,,,,,,,,Alive,,Governor,,,
Herod,,Ghealdanin,Male,,,,,,,,,TDR,8,TDR,8,,,,Alive,,Innkeeper,,,
Hightower,,Andoran,Male,,,,,,,TEOTW,11,TEOTW,11,,,Two Rivers,,,Alive,,Ferrymaster,,,
Henren,,Andoran,Male,,,Bald,,Blocky,,,,LOC,1,LOC,2,Dragon Reborn,Lord,,Alive,,,,,
Herid Fel,,Andoran,Male,,,Gray,,Stout,,,,LOC,18,LOC,Epilogue,The Dragon Reborn,,,Dead,1000 NE,Historian,,,
Henre Haslin,,Andoran,Male,,,"Balding, white",,,,LOC,11,LOC,41,LOC,42,Dragon Reborn,,,Alive,,,,,
Helmke,,Domani,Male,,,,,Long-limbed,,,,TOM,21,TOM,21,Dragon Reborn,,,Alive,,Soldier,,,
Hend,,Unknown nationality,Male,,,,,Large,,,,AMOL,39,AMOL,43,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Heirn,,Aiel,Male,Tall,,,,Slender,,,,TSR,23,TGS,3,,,Sept chief,Alive,,,,Taardad,Jindo
Hehyal,,Aiel,Male,,,,,,,,,TOM,49,TOM,49,,,,Foreseen,,,,Taardad,
Hearne,,Tairen,Male,,,,,,,TSR,21,TFOH,46,TGS,42,The Dragon Reborn,Lord,High Lord,Alive,,,,,
Haviar,,Tairen,Male,,,,,,,COT,5,,,,,Cha Faile,,,Alive,,,,,
Haster Nalmat,,Saldaea,Male,,,,,,,,,TGS,32,TGS,32,,,,Alive,,Soldier,,,
Havien Nurelle,,Mayener,Male,,,,,Slender,,,,LOC,17,WH,15,Perrin Aybara,,Lord Lieutenant,Alive,,Soldier,,,
Harvell,,Cairhienin,Male,,,,,,,,,TOM,31,TOM,31,Band of the Red Hand,,,Alive,,,,,
Harril,,Unknown nationality,Male,,,Dark,,Stocky,,,,COT,Prologue,KOD,Prologue,White Tower,,,Alive,,Warder,,,
Hartha,,Seanchan,Male,Tall,,,Black,Wide,Ogier,,,COT,4,KOD,37,,,First Gardener,Alive,,Gardener,,,
Harnan,,Tairen,Male,,,,,,,,,LOC,5,AMOL,37,Band of the Red Hand,,File-Leader,Unknown,,Soldier,,,
Hari Coplin,,Andoran,Male,,,,,,,,,TEOTW,9,TSR,56,Two Rivers,,,Alive,,Farmer,,,
Hari,,Unknown nationality,Male,,,,Narrow,Thin,,,,TPOD,7,COT,27,Dragonsworn,,,Dead,1000 NE,Soldier,,,
Haren Maseed,,Taraboner,Male,,,,,,,RPG,,,,,,Artur Hawkwing,Panarch of Tarabon,Panarch,Dead,,,,,
Haral Luhhan,950 NE,Andoran,Male,6'5'',,,,"Large, Muscular",,,,TEOTW,2,TSR,56,Two Rivers,Village Councilor,,Alive,,Blacksmith,,,
Han,,Aiel,Male,Average,,White,,Stocky,,TSR,49,TSR,57,LOC,4,,,,Alive,,Clan chief,,Tomanelle,
Hanselle Renshar,,Andoran,Male,,,,,Slender,,,,KOD,35,KOD,35,House Trakand,Lord,,Alive,,,,,
Hammar,,Unknown nationality,Male,,,,,Solid,,,,TDR,24,TDR,24,White Tower,,,Dead,999 NE,Warder,,,
Hamarashle,,Cairhienin,Male,,,,,,,,,TOM,50,TOM,50,Cairhien,Lord,,Alive,,,,,
Haman,,,Male,Rand,,White,,,Ogier,,,LOC,20,AMOL,16,,,Elder,Alive,,,,,
Hamad,,Saldaean,Male,,,,"Green, tilted",,,,,LOC,16,KOD,27,Davram Bashere,,,Alive,,Soldier,,,
Hamal,,Aiel,Male,Tall,,,,Big,,,,ACOS,40,ACOS,40,Shaido,,,Alive,,Blacksmith,,Shaido,Moshaine
Halvate,,Seanchan,Male,,,,,,,TOM,47,,,,,,,High Lord,Dead,,,,,
Hal Moir,,Unknown nationality,Male,,,,,,,,,LOC,Prologue,TGS,13,Younglings,,,Alive,,Soldier,,,
Halwin Norry,,Andoran,Male,Tall,,,,Bony,,,,LOC,10,TOM,45,House Trakand,,,Alive,,First Clerk,,,
Halvar,,Mayener,Male,,,,,,,TSR,6,,,,,,First of Mayene,,Dead,,First of Mayene,,,
Halan,,,Male,,,,,,Ogier,TEOTW,36,,,,,,,,Unknown,,,,,
Hahn,,Andoran,Male,Tall,,Dark,,,,,,TOM,1,TOM,1,,,,Alive,,,,,
Hafeen Bakuvun,,Domani,Male,Short,,"Gray, thinning",,Stout,,,,KOD,16,KOD,35,House Trakand,,Captain,Alive,,Mercenary,,,
Haindar,,Unknown nationality,Male,,,,,,,TSR,26,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,
Haesel,,Altaran,Male,,,,,,,,,ACOS,16,,,,,,Alive,,Servant,,,
Haerm,,Illianer,Male,,,,,,,,,AMOL,21,AMOL,21,,,General,Alive,,,,,
Had al'Lora,,Andoran,Male,,,,,Lean,,,,KOD,26,KOD,26,Two Rivers,,,Alive,,Soldier,,,
Had,,Andoran,Male,,,,,,,TSR,56,,,,,Two Rivers,,,Alive,,,,,
Hadnan Kadere,,Saldaean,Male,,Very Heavy (All muscle),,Dark,,,,,TSR,36,TFOH,52,Darkfriend,,,Dead,999 NE,Peddler,,,
Hachari,,Saldaean,Male,Short,,,Tilted dark,,,LOC,2,LOC,2,LOC,2,,Noble,Soldier,Alive,,,,,
Iva,,,Female,,,,,,Ogier,TGH,35,,,,,,,,Alive,,,,,
Ishara Casalain,,Andoran,Female,,,,,,,LOC,1,,,,,Andor,Queen,Queen of Andor,Dead,FY 1020,,,,
Isendre,,Unknown nationality,Female,,,Dark,Dark,,,,,TSR,37,TFOH,29,Darkfriend,,,Dead,999 NE,,,,
Ivara,664 NE,Tairen,Female,,,,,,,,,ACOS,31,,,The Kin,,Elder,Alive,,Goldsmith,,,
Isebele,,Dal Calainin,Female,,,,,,,ACOS,16,,,,,,Queen of Dal Calain,Queen,Dead,,,,,
Iselle Arrel,,Malkieri,Female,Tall,,Very long and black,,,,NS,22,NS,25,NS,26,,,,Dead,979 NE,,,,
Isebaille Tobanyi,,Domani,Female,,,,,,,ACOS,6,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Irgain Fatamed,931 NE,Domani,Female,,,,Bright blue,,,,,TPOD,Prologue,TPOD,Prologue,The Dragon Reborn,,Aes Sedai,Alive,,,Green Ajah,,
Isan,,Aiel,Female,,,,,,,ACOS,2,,,,,,,,Dead,1000 NE,,,Chareen,Jarra (sept)
Irella,,Unknown nationality,Female,,,,,Lanky,,TGH,38,TGH,39,TGH,39,White Tower,,Accepted,Alive,,,,,
Innina Darenhold,,Taraboner,Female,,,,,,,LOC,55,,,,,The Dragon Reborn,,Aes Sedai,Alive,,,Red Ajah,,
Iona Ashmar,,Ghealdanin,Female,,,,,,,RPG,,,,,,,Lady,Lady,Dead,,,,,
Iona,,Seanchan,Female,,,,,,,WH,20,,,,,,,,Alive,,,,,
Ines Demain,,Kandori,Female,,,,,,,NS,17,,,,,,,Lady,Alive,,,,,
